model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model Y,,35846.0,42900.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85305,All Black Premium Interior,CA
Model Y,,13319.0,43000.0,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,85305,All Black Premium Interior,MN
Model Y,,14990.0,43200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$696 /mo,85305,Black and White Premium Interior,CA
Model Y,,24396.0,43400.0,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85305,All Black Premium Interior,CO
Model Y,,17221.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$703 /mo,85305,Black and White Premium Interior,CA
Model Y,,38561.0,43600.0,"Available to view in Lyndhurst, OH",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$703 /mo,85305,All Black Premium Interior,OH
Model Y,,8893.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$703 /mo,85305,Black and White Premium Interior,CA
Model Y,,10596.0,43700.0,"BOSTON, MA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$705 /mo,85305,Black and White Premium Interior,MA
Model Y,,19790.0,43700.0,"Available to view in Bakersfield, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$705 /mo,85305,All Black Premium Interior,CA
Model Y,,21739.0,44000.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85305,All Black Premium Interior,MD
Model Y,,9472.0,44100.0,"Marietta, GA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$712 /mo,85305,All Black Premium Interior,GA
Model Y,,31413.0,44200.0,"ROCKVILLE, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$714 /mo,85305,All Black Premium Interior,MD
Model Y,,27437.0,44300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$716 /mo,85305,Black and White Premium Interior,CA
Model Y,,33708.0,44400.0,"Fresno, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$718 /mo,85305,All Black Premium Interior,CA
Model Y,,34855.0,44600.0,"Colma, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$721 /mo,85305,Black and White Premium Interior,CA
Model Y,,33533.0,44700.0,"Elk Grove Village, IL",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$723 /mo,85305,All Black Premium Interior,IL
Model Y,,13561.0,44900.0,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85305,All Black Premium Interior,CO
Model Y,,15755.0,45100.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$730 /mo,85305,Black and White Premium Interior,MD
Model Y,,31908.0,45200.0,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$732 /mo,85305,All Black Premium Interior,MD
Model Y,,30571.0,45300.0,"Elk Grove Village, IL",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$734 /mo,85305,Black and White Premium Interior,IL
Model Y,,32852.0,45400.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85305,All Black Premium Interior,MD
Model Y,,11527.0,46000.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$746 /mo,85305,Black and White Premium Interior,MD
Model Y,,24472.0,46100.0,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$748 /mo,85305,All Black Premium Interior,MD
Model Y,,14416.0,46300.0,"Available to view in Lisle, IL",Model Y Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,21’’ Überturbine Wheels,$752 /mo,85305,All Black Premium Interior,IL
Model Y,,24064.0,46500.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$755 /mo,85305,Black and White Premium Interior,MD
Model Y,,31077.0,46700.0,"PARAMUS, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85305,All Black Premium Interior,NJ
Model Y,,31056.0,46700.0,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,85305,All Black Premium Interior,TN
Model Y,,26664.0,40600.0,"Available to view in RENTON, WA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$649 /mo,85305,All Black Premium Interior,WA
Model Y,,11812.0,46800.0,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85305,All Black Premium Interior,IL
Model Y,,23094.0,42300.0,"Tempe, AZ",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Deep Blue Metallic Paint,19’’ Gemini Wheels,$680 /mo,85704,Black and White Premium Interior,AZ
Model Y,,30911.0,46100.0,"Scottsdale, AZ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$748 /mo,85704,All Black Premium Interior,AZ
Model Y,,29166.0,36600.0,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85704,All Black Premium Interior,NY
Model Y,,71384.0,36900.0,"Rockville, MD",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$583 /mo,85704,All Black Premium Interior,MD
Model Y,,20918.0,37200.0,"Available to view in Tampa, FL",Model Y Standard Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$588 /mo,85704,All Black Premium Interior,FL
Model Y,,53756.0,39000.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$621 /mo,85704,All Black Premium Interior,CA
Model Y,,52639.0,39300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,85704,Black and White Premium Interior,CA
Model Y,,55681.0,39300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,85704,All Black Premium Interior,CA
Model Y,,47912.0,39900.0,"Savannah, GA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$637 /mo,85704,All Black Premium Interior,GA
Model Y,,37704.0,40000.0,"Matthews, NC",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$639 /mo,85704,All Black Premium Interior,NC
Model Y,,30772.0,40100.0,"Marietta, GA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$640 /mo,85704,Black and White Premium Interior,GA
Model Y,,32579.0,40500.0,"Temecula, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$648 /mo,85704,All Black Premium Interior,CA
Model Y,,16004.0,40600.0,"Available to view in Stockton, CA",Model Y Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$649 /mo,85704,All Black Premium Interior,CA
Model Y,,42832.0,40900.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$655 /mo,85704,All Black Premium Interior,CA
Model Y,,60694.0,41500.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85704,Black and White Premium Interior,CA
Model Y,,38408.0,41500.0,"Bartlett, TN",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,20’’ Induction Wheels,$665 /mo,85704,All Black Premium Interior,TN
Model Y,,40785.0,41900.0,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,85704,All Black Premium Interior,MD
Model Y,,28462.0,41900.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,85704,All Black Premium Interior,CA
Model Y,,17678.0,42200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$678 /mo,85704,All Black Premium Interior,CA
Model Y,,40087.0,42200.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85704,Black and White Premium Interior,MD
Model Y,,27284.0,42200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85704,Black and White Premium Interior,CA
Model Y,,25105.0,42400.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$682 /mo,85704,All Black Premium Interior,CA
Model Y,,25081.0,42500.0,"Rogers, MN",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$683 /mo,85704,All Black Premium Interior,MN
Model Y,,35846.0,42900.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85704,All Black Premium Interior,CA
Model Y,,13319.0,43000.0,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,85704,All Black Premium Interior,MN
Model Y,,14990.0,43200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$696 /mo,85704,Black and White Premium Interior,CA
Model Y,,24396.0,43400.0,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85704,All Black Premium Interior,CO
Model Y,,17221.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$703 /mo,85704,Black and White Premium Interior,CA
Model Y,,38561.0,43600.0,"Available to view in Lyndhurst, OH",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$703 /mo,85704,All Black Premium Interior,OH
Model Y,,8893.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$703 /mo,85704,Black and White Premium Interior,CA
Model Y,,10596.0,43700.0,"BOSTON, MA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$705 /mo,85704,Black and White Premium Interior,MA
Model Y,,19790.0,43700.0,"Available to view in Bakersfield, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$705 /mo,85704,All Black Premium Interior,CA
Model Y,,21739.0,44000.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85704,All Black Premium Interior,MD
Model Y,,9472.0,44100.0,"Marietta, GA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$712 /mo,85704,All Black Premium Interior,GA
Model Y,,31413.0,44200.0,"ROCKVILLE, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$714 /mo,85704,All Black Premium Interior,MD
Model Y,,27437.0,44300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$716 /mo,85704,Black and White Premium Interior,CA
Model Y,,33708.0,44400.0,"Fresno, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$718 /mo,85704,All Black Premium Interior,CA
Model Y,,34855.0,44600.0,"Colma, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$721 /mo,85704,Black and White Premium Interior,CA
Model Y,,33533.0,44700.0,"Elk Grove Village, IL",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$723 /mo,85704,All Black Premium Interior,IL
Model Y,,13561.0,44900.0,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85704,All Black Premium Interior,CO
Model Y,,15755.0,45100.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$730 /mo,85704,Black and White Premium Interior,MD
Model Y,,31908.0,45200.0,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$732 /mo,85704,All Black Premium Interior,MD
Model Y,,30571.0,45300.0,"Elk Grove Village, IL",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$734 /mo,85704,Black and White Premium Interior,IL
Model Y,,32852.0,45400.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85704,All Black Premium Interior,MD
Model Y,,11527.0,46000.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$746 /mo,85704,Black and White Premium Interior,MD
Model Y,,24472.0,46100.0,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$748 /mo,85704,All Black Premium Interior,MD
Model Y,,14416.0,46300.0,"Available to view in Lisle, IL",Model Y Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,21’’ Überturbine Wheels,$752 /mo,85704,All Black Premium Interior,IL
Model Y,,24064.0,46500.0,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$755 /mo,85704,Black and White Premium Interior,MD
Model Y,,31077.0,46700.0,"PARAMUS, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85704,All Black Premium Interior,NJ
Model Y,,31056.0,46700.0,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,85704,All Black Premium Interior,TN
Model Y,,26664.0,40600.0,"Available to view in RENTON, WA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$649 /mo,85704,All Black Premium Interior,WA
Model Y,,11812.0,46800.0,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85704,All Black Premium Interior,IL
Model Y,,53756.0,39000.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$621 /mo,91301,All Black Premium Interior,CA
Model Y,,52639.0,39300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,91301,Black and White Premium Interior,CA
Model Y,,55681.0,39300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,91301,All Black Premium Interior,CA
Model Y,,32579.0,40500.0,"Temecula, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$648 /mo,91301,All Black Premium Interior,CA
Model Y,,42832.0,40900.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$655 /mo,91301,All Black Premium Interior,CA
Model Y,,60694.0,41500.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,91301,Black and White Premium Interior,CA
Model Y,,28462.0,41900.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,91301,All Black Premium Interior,CA
Model Y,,17678.0,42200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$678 /mo,91301,All Black Premium Interior,CA
Model Y,,27284.0,42200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,91301,Black and White Premium Interior,CA
Model Y,,25105.0,42400.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$682 /mo,91301,All Black Premium Interior,CA
Model Y,,35846.0,42900.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,91301,All Black Premium Interior,CA
Model Y,,14990.0,43200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$696 /mo,91301,Black and White Premium Interior,CA
Model Y,,17221.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$703 /mo,91301,Black and White Premium Interior,CA
Model Y,,8893.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$703 /mo,91301,Black and White Premium Interior,CA
Model Y,,19790.0,43700.0,"Available to view in Bakersfield, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$705 /mo,91301,All Black Premium Interior,CA
Model Y,,27437.0,44300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$716 /mo,91301,Black and White Premium Interior,CA
Model Y,,33708.0,44400.0,"Fresno, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$718 /mo,91301,All Black Premium Interior,CA
Model Y,,13320.0,47100.0,"LONG BEACH, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$766 /mo,91301,All Black Premium Interior,CA
Model Y,,10760.0,48800.0,"Temecula, CA",Model Y Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,21’’ Überturbine Wheels,$797 /mo,91301,All Black Premium Interior,CA
Model Y,,23580.0,49100.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$802 /mo,91301,Black and White Premium Interior,CA
Model Y,,20112.0,49400.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,20’’ Induction Wheels,$808 /mo,91301,All Black Premium Interior,CA
Model Y,,25081.0,42500.0,"Rogers, MN",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$683 /mo,91801,All Black Premium Interior,MN
Model Y,,13319.0,43000.0,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,91801,All Black Premium Interior,MN
Model Y,,53756.0,39000.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$621 /mo,91801,All Black Premium Interior,CA
Model Y,,52639.0,39300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,91801,Black and White Premium Interior,CA
Model Y,,55681.0,39300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,91801,All Black Premium Interior,CA
Model Y,,32579.0,40500.0,"Temecula, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$648 /mo,91801,All Black Premium Interior,CA
Model Y,,42832.0,40900.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$655 /mo,91801,All Black Premium Interior,CA
Model Y,,60694.0,41500.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,91801,Black and White Premium Interior,CA
Model Y,,28462.0,41900.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,91801,All Black Premium Interior,CA
Model Y,,17678.0,42200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$678 /mo,91801,All Black Premium Interior,CA
Model Y,,27284.0,42200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,91801,Black and White Premium Interior,CA
Model Y,,25105.0,42400.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$682 /mo,91801,All Black Premium Interior,CA
Model Y,,35846.0,42900.0,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,91801,All Black Premium Interior,CA
Model Y,,14990.0,43200.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$696 /mo,91801,Black and White Premium Interior,CA
Model Y,,17221.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$703 /mo,91801,Black and White Premium Interior,CA
Model Y,,8893.0,43600.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$703 /mo,91801,Black and White Premium Interior,CA
Model Y,,19790.0,43700.0,"Available to view in Bakersfield, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$705 /mo,91801,All Black Premium Interior,CA
Model Y,,27437.0,44300.0,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$716 /mo,91801,Black and White Premium Interior,CA
Model Y,,33708.0,44400.0,"Fresno, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$718 /mo,91801,All Black Premium Interior,CA
