model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model S,,33368.0,51500.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,56931.0,51800.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,MD
Model S,,34703.0,51900.0,"Vienna, VA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$799 /mo,85209,Cream Premium Interior with Oak Wood Décor,VA
Model S,,28674.0,52400.0,"Available to view in Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$808 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,GA
Model S,,42529.0,52500.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,50881.0,53100.0,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NC
Model S,,20180.0,53700.0,"CHERRY HILL, NJ",Model S Performance All-Wheel Drive,Autopilot,Previously Repaired,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85209,Cream Premium Interior with Oak Wood Décor,NJ
Model S,,22417.0,53700.0,"FORT MYERS, FL",Model S Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Silver Wheels,$831 /mo,85209,Cream Premium Interior with Oak Wood Décor,FL
Model S,,40479.0,53700.0,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,IL
Model S,,28579.0,54000.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,38650.0,54100.0,"CHERRY HILL, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19'' Tempest Wheels,$838 /mo,85209,Cream Premium Interior with Oak Wood Décor,NJ
Model S,,20260.0,54400.0,"Available to view in Roswell, GA",Model S Performance All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$844 /mo,85209,All Black Premium Interior with Carbon Fiber Décor,GA
Model S,,21684.0,54400.0,"Temecula, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$844 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,32577.0,55400.0,"Roswell, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$862 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,GA
Model S,,30505.0,55600.0,"Elk Grove Village, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$865 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,IL
Model S,,29418.0,55700.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$867 /mo,85209,Cream Premium Interior with Oak Wood Décor,MD
Model S,,15604.0,55800.0,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NJ
Model S,,35236.0,55800.0,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,18720.0,56000.0,"Available to view in UPLAND, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$872 /mo,85209,Cream Premium Interior with Oak Wood Décor,CA
Model S,,37443.0,56400.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$880 /mo,85209,Cream Premium Interior with Oak Wood Décor,CA
Model S,,27404.0,56500.0,"Temecula, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$881 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,13138.0,56800.0,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$887 /mo,85209,Cream Premium Interior with Oak Wood Décor,MN
Model S,,25297.0,56900.0,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$889 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,27702.0,57200.0,"Savannah, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$894 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,GA
Model S,,34506.0,57900.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19'' Tempest Wheels,$907 /mo,85209,Cream Premium Interior with Oak Wood Décor,MD
Model S,,16444.0,58400.0,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,15063.0,58700.0,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$921 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,16994.0,58800.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$923 /mo,85209,Cream Premium Interior with Oak Wood Décor,CA
Model S,,14721.0,59100.0,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,85209,Black and White Premium Interior with Dark Ash Wood Décor,NC
Model S,,16870.0,59600.0,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,19'' Tempest Wheels,$937 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,NJ
Model S,,30024.0,59700.0,"Savannah, GA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$939 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,GA
Model S,,33215.0,60200.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,30146.0,60300.0,"Walnut, CA",Model S Performance All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$950 /mo,85209,Black and White Premium Interior with Carbon Fiber Décor,CA
Model S,,13149.0,61200.0,"Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,GA
Model S,,42094.0,62100.0,"Temecula, CA",Model S Performance All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$982 /mo,85209,Black and White Premium Interior with Carbon Fiber Décor,CA
Model S,,22608.0,62100.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$982 /mo,85209,Cream Premium Interior with Oak Wood Décor,MD
Model S,,23333.0,63000.0,,Model S Performance All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$998 /mo,85209,Cream Premium Interior with Oak Wood Décor,
Model S,,41391.0,47300.0,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19'' Tempest Wheels,$716 /mo,85254,Black and White Premium Interior with Dark Ash Wood Décor,CA
Model S,,36925.0,53100.0,"Colma, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$820 /mo,85254,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,16994.0,58800.0,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$923 /mo,85254,Cream Premium Interior with Oak Wood Décor,CA
Model S,,41391.0,47300.0,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19'' Tempest Wheels,$716 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,CA
Model S,,36925.0,53100.0,"Colma, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$820 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,16994.0,58800.0,"Available to view in Colma, CA",Model S Long Range Plus All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$923 /mo,85260,Cream Premium Interior with Oak Wood Décor,CA
Model S,,45284.0,47200.0,"Dedham, MA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$714 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,MA
Model S,,60507.0,48200.0,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$732 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL
Model S,,27828.0,49400.0,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$754 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,MN
Model S,,25082.0,49700.0,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$759 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL
Model S,,32822.0,49900.0,"Orland Park, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$763 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,IL
Model S,,25039.0,50300.0,"Fort Lauderdale, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$770 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL
Model S,,38783.0,50400.0,"Libertyville, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$772 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,IL
Model S,,19821.0,50500.0,"Rockville, MD",Model S Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$773 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,MD
Model S,,29199.0,50700.0,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$777 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL
Model S,,47056.0,51100.0,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$784 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NC
Model S,,28249.0,51500.0,"Rogers, MN",Model S Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Silver Wheels,$791 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,MN
Model S,,33368.0,51500.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,56931.0,51800.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Midnight Silver Metallic Paint,19'' Tempest Wheels,$797 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,MD
Model S,,34703.0,51900.0,"Vienna, VA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$799 /mo,85260,Cream Premium Interior with Oak Wood Décor,VA
Model S,,28674.0,52400.0,"Available to view in Decatur, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$808 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,GA
Model S,,42529.0,52500.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,50881.0,53100.0,"Matthews, NC",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$820 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NC
Model S,,22417.0,53700.0,"FORT MYERS, FL",Model S Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Silver Wheels,$831 /mo,85260,Cream Premium Interior with Oak Wood Décor,FL
Model S,,40479.0,53700.0,"Lisle, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,IL
Model S,,20180.0,53700.0,"CHERRY HILL, NJ",Model S Performance All-Wheel Drive,Autopilot,Previously Repaired,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$831 /mo,85260,Cream Premium Interior with Oak Wood Décor,NJ
Model S,,28579.0,54000.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,38650.0,54100.0,"CHERRY HILL, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19'' Tempest Wheels,$838 /mo,85260,Cream Premium Interior with Oak Wood Décor,NJ
Model S,,20260.0,54400.0,"Available to view in Roswell, GA",Model S Performance All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$844 /mo,85260,All Black Premium Interior with Carbon Fiber Décor,GA
Model S,,21684.0,54400.0,"Temecula, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$844 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,32577.0,55400.0,"Roswell, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$862 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,GA
Model S,,30505.0,55600.0,"Elk Grove Village, IL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$865 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,IL
Model S,,29418.0,55700.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$867 /mo,85260,Cream Premium Interior with Oak Wood Décor,MD
Model S,,15604.0,55800.0,"Lawrence Township, NJ",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"21"" Sonic Carbon Twin Turbine Wheels",$869 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,NJ
Model S,,35236.0,55800.0,"Orlando, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$869 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,18720.0,56000.0,"Available to view in UPLAND, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,"19"" Sonic Carbon Slipstream Wheels",$872 /mo,85260,Cream Premium Interior with Oak Wood Décor,CA
Model S,,37443.0,56400.0,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$880 /mo,85260,Cream Premium Interior with Oak Wood Décor,CA
Model S,,27404.0,56500.0,"Temecula, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$881 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA
Model S,,13138.0,56800.0,"Rogers, MN",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$887 /mo,85260,Cream Premium Interior with Oak Wood Décor,MN
Model S,,25297.0,56900.0,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic,19'' Tempest Wheels,$889 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,FL
Model S,,27702.0,57200.0,"Savannah, GA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$894 /mo,85260,Black and White Premium Interior with Dark Ash Wood Décor,GA
Model S,,34506.0,57900.0,"Rockville, MD",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19'' Tempest Wheels,$907 /mo,85260,Cream Premium Interior with Oak Wood Décor,MD
Model S,,16444.0,58400.0,"FORT MYERS, FL",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Solid Black Paint,19'' Tempest Wheels,$915 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,FL
